layer,set,dir,name,gamma_J,fSf_J,inv_J,gamma_R,g0_med,g0sq_over_fSf,snr_a0,alpha_star,corr_pred,template_stability,flip_frac
17,jpriv,51,L17:jpriv:04,11.042676582871886,131.37538030633553,10.909151250743436,5.421645706528663,3.265253071784974,0.0850070793215354,2.6824697494506833e+31,nan,0.614155599679713,0.1869637668132782,nan
17,pairH,20,L17:pairH:01,74.5850410135021,214.56141490673278,2.838675643086635,50.12627260597403,3.1571360136667095,0.07556741409343821,2.946895885467529e+31,nan,0.31132400385892056,0.10780211538076401,nan
17,pairH,21,L17:pairH:02,52.973038452469815,268.5253614353798,4.975175923657713,28.197075782921676,3.3403393204156595,0.06581644611880207,2.868027877807617e+31,1.0,0.5043291380857108,0.07514507323503494,nan
17,pairH,22,L17:pairH:03,34.87807758226654,185.98098197200272,5.183694180535681,7.4875708065320685,3.517590858674774,0.08783915315831527,3.3599975585937498e+31,nan,0.04272100119777061,0.20130302011966705,nan
17,pairH,23,L17:pairH:04,26.31804506034319,186.5354548890615,6.8282871075518345,6.693373860123369,3.730843257489605,0.09429302393759102,3.3853670120239257e+31,nan,0.012932567047396034,0.20896731317043304,nan
17,pairH,24,L17:pairH:05,22.630181455979297,183.0593936084506,7.746846715903229,12.483975130448663,3.729850431403805,0.07933059983866861,2.9426225662231445e+31,0.5,0.4327407855356566,0.1193142831325531,nan
17,pairH,25,L17:pairH:06,21.0192482164927,177.8684270528581,8.077861028862573,13.96770809980456,2.955989212245618,0.055019899785253575,2.5903936386108396e+31,nan,0.4577398703220792,0.18363669514656067,nan
17,pairL,26,L17:pairL:01,7.91286199847159,213.34164295545733,23.93637902079511,8.246039604273484,4.320793815270728,0.09464289854853321,3.458471870422363e+31,nan,0.1999257161277432,0.1604202538728714,nan
17,pairL,27,L17:pairL:02,0.9054234478733169,169.37180721221114,88.88932662251563,2.335225391781338,7.96685681050899,0.41924885941348494,4.123002433776855e+31,1.0,0.03880069417425037,0.1727701872587204,nan
17,pairL,28,L17:pairL:03,8.52731326686368,161.49244742917102,16.950471020077323,7.199774288777318,3.187048811587195,0.06927898861018073,2.6753068923950193e+31,1.0,0.7481882911109619,0.22899673879146576,nan
