layer,sv_rank_1based,gatedness_ratio,total_gain,invariant_gain
3,43,4.304447694400145,2303.784716664628,434.31189247031955
3,44,4.336098483183971,2198.0164860546342,411.9145276237375
3,45,3.5499541702310276,1852.0964681601702,407.0582689113279
3,46,4.416832873087104,2185.861024226987,403.53119164651844
3,47,5.0375501196372765,2420.1951503806786,400.85715272305316
3,48,3.587603980128064,1794.3482124698596,391.12970959182576
3,49,5.101601880584792,2322.541326538691,380.6445212246812
3,50,4.892096261784945,2200.769370343044,373.51212073990195
3,51,6.354810585987653,2683.04696335007,364.8016399581694
3,52,4.4224743412860406,1942.5246482525608,358.23583958019924
3,53,3.6475177869628426,1625.035497725709,349.6566494665825
3,54,6.642627905008801,2667.636709661869,349.0470480596746
3,55,3.48944147644463,1516.9456019027214,337.89183128051025
3,56,7.06765276840896,2681.663811700982,332.3970290592798
3,57,6.191163537185428,2363.4825178020624,328.6648267113642
3,58,6.439930544262701,2376.3528138855672,319.40524172207665
3,59,9.694954806259464,3345.3628765738154,312.7982246934183
3,60,3.8586414049234254,1490.8269907177682,306.8403009135501
3,61,3.631905099786746,1391.6431883370794,300.44725838640613
3,62,4.734932419014623,1698.835367721224,296.2258739245914
3,63,6.377648998685639,2134.1559210291957,289.2731710886966
3,64,5.791333576865494,1926.6786308143874,283.6966567770511
4,1,-0.9921268745643698,3434.1446587876053,436185.69104040787
4,2,-0.9065034490931391,2651.750592158575,28362.01513786514
4,3,-0.3536292464657826,6415.1161805519605,9924.82432949766
4,4,-0.13168179213121348,3301.2182274067422,3801.853050518105
4,5,0.7298876649646763,6033.773289251707,3487.9567104001335
4,6,0.7685811741614149,5285.429622476201,2988.514013207247
4,7,0.5463788937056127,3796.8712865118814,2455.330515675377
4,8,0.16990225386551497,2494.257368842189,2132.0220220118363
4,9,0.37013576513630375,2647.3051301726064,1932.1480378328977
4,10,0.5596491071475003,2676.7451818859486,1716.2483340766194
4,11,0.21509494728141568,2039.7945329229283,1678.712052491499
4,12,1.6944457853805057,3678.473805886232,1365.206093900612
4,13,1.388749993519365,2813.932678612012,1177.9937985332936
4,14,2.8678057079473156,4250.665634523166,1098.9863388922645
4,15,2.0731390893457013,3162.7160837584456,1029.1483697314402
4,16,1.3692360670487782,2367.9718179971255,999.4663895805459
4,17,4.482388983782091,5224.404087587179,952.9429785157575
4,18,2.310114787624698,2796.755251802647,844.9118629536932
4,19,2.6738634978868507,3051.622333401096,830.6302983647383
4,20,2.3091016533155604,2572.3124792171743,777.3446538397113
4,21,1.5304218170891297,1879.0154360145377,742.570042403532
4,22,2.8245186392353783,2736.3686052610105,715.4805253631065
4,23,3.4615300104411997,2877.279578185907,644.9087132559732
4,24,3.0149196541814596,2485.5603348632376,619.0809652379344
4,25,2.705406497993568,2258.281366387856,609.4557689179311
4,26,2.7530562402335463,2175.3732250221624,579.6271320694877
4,27,5.649539106010264,3731.7775312540552,561.2084494519095
4,28,3.5920026093967308,2382.747953029504,518.8908098948443
4,29,3.570106670757961,2357.532436926819,515.8593894561387
4,30,3.753813516505146,2290.3741036843617,481.7972130653021
4,31,2.1413392910167883,1467.7497254284945,467.236929683346
4,32,4.850127070321413,2706.957986915381,462.7178101221385
4,33,7.2042244892809615,3510.728643986785,427.9171844423611
4,34,3.34938744057257,1838.6298562865088,422.73305871427226
4,35,3.571993256439299,1850.129317065556,404.6658018272541
4,36,5.355333540813154,2556.0211486541057,402.1852090435891
4,37,3.150477354071272,1599.3655227635875,385.34495825995305
4,38,3.3915591819857953,1652.7417888309776,376.3451021246477
4,39,3.1233951872700625,1541.0347844245302,373.7295879818429
4,40,3.8671295946124986,1758.0805074966136,361.2150597844254
4,41,3.4538827740534845,1595.110911289131,358.13940155356124
4,42,6.62441691054134,2580.791045719979,338.49028404404606
