layer,sv_index_zero_based,sv_rank,sv_label,singular_value,gap_to_higher_rank,gap_to_lower_rank,local_gap,relative_local_gap
0,28,28,SV28,63.906158447265625,0.9289627075195312,1.3100357055664062,0.9289627075195312,0.014536356590516967
0,29,29,SV29,62.59612274169922,1.3100357055664062,1.1755599975585938,1.1755599975585938,0.0187800768812711
0,30,30,SV30,61.420562744140625,1.1755599975585938,1.2324409484863281,1.1755599975585938,0.019139518510366292
0,31,31,SV31,60.1881217956543,1.2324409484863281,0.6634140014648438,0.6634140014648438,0.011022340981451653
0,32,32,SV32,59.52470779418945,0.6634140014648438,1.9805641174316406,0.6634140014648438,0.01114518703323401
0,33,33,SV33,57.54414367675781,1.9805641174316406,0.6484184265136719,0.6484184265136719,0.011268191428063066
0,34,34,SV34,56.89572525024414,0.6484184265136719,0.6732215881347656,0.6484184265136719,0.011396610618139357
0,35,35,SV35,56.222503662109375,0.6732215881347656,0.225341796875,0.225341796875,0.004008035612026061
0,36,36,SV36,55.997161865234375,0.225341796875,1.280120849609375,0.225341796875,0.004024164607079892
0,37,37,SV37,54.717041015625,1.280120849609375,1.0398445129394531,1.0398445129394531,0.019004034093190732
0,38,38,SV38,53.67719650268555,1.0398445129394531,1.2347450256347656,1.0398445129394531,0.01937218373331827
0,39,39,SV39,52.44245147705078,1.2347450256347656,1.1318778991699219,1.1318778991699219,0.021583237764261274
0,40,40,SV40,51.31057357788086,1.1318778991699219,1.2031517028808594,1.1318778991699219,0.02205934995935917
0,41,41,SV41,50.107421875,1.2031517028808594,0.4009513854980469,0.4009513854980469,0.00800183626486065
0,42,42,SV42,49.70647048950195,0.4009513854980469,0.6436080932617188,0.4009513854980469,0.008066382133946287
0,43,43,SV43,49.062862396240234,0.6436080932617188,0.8501014709472656,0.6436080932617188,0.013118029846359708
0,44,44,SV44,48.21276092529297,0.8501014709472656,0.4132232666015625,0.4132232666015625,0.008570827695220848
0,45,45,SV45,47.799537658691406,0.4132232666015625,0.6026496887207031,0.4132232666015625,0.008644921830670175
0,46,46,SV46,47.1968879699707,0.6026496887207031,0.5280609130859375,0.5280609130859375,0.011188468896973024
0,47,47,SV47,46.668827056884766,0.5280609130859375,0.597686767578125,0.5280609130859375,0.011315067174117802
0,48,48,SV48,46.07114028930664,0.597686767578125,0.3506278991699219,0.3506278991699219,0.007610575665549665
0,49,49,SV49,45.72051239013672,0.3506278991699219,0.6866836547851562,0.3506278991699219,0.007668940719167504
